año	sector	size	0101 Cuenca	0102 Girón	0103 Gualaceo	0104 Nabón	0105 Paute	0106 Pucara	0107 San Fernando	0108 Santa Isabel	0109 Sigsig	0110 Oña	0111 Chordeleg	0112 El Pan	0113 Sevilla de Oro	0114 Guachapala	0115 Camilo Ponce Enríquez	0201 Guaranda	0202 Chillanes	0203 Chimbo	0204 Echeandía	0205 San Miguel	0206 Caluma	0207 Las Naves	0301 Azogues	0302 Biblián	0303 Cañar	0304 La Troncal	0305 El Tambo	0306 Déleg	0307 Suscal	0401 Tulcán	0402 Bolívar	0403 Espejo	0404 Mira	0405 Montúfar	0406 San Pedro de Huaca	0501 Latacunga	0502 La Maná	0503 Pangua	0504 Pujilí	0505 Salcedo	0506 Saquisilí	0507 Sigchos	0601 Riobamba	0602 Alausí	0603 Colta	0604 Chambo	0605 Chunchi	0606 Guamote	0607 Guano	0608 Pallatanga	0609 Penipe	0610 Cumandá	0701 Machala	0702 Arenillas	0703 Atahualpa	0704 Balsas	0705 Chilla	0706 El Guabo	0707 Huaquillas	0708 Marcabelí	0709 Pasaje	0710 Piñas	0711 Portovelo	0712 Santa Rosa	0713 Zaruma	0714 Las Lajas	0801 Esmeraldas	0802 Eloy Alfaro	0803 Muisne	0804 Quinindé	0805 San Lorenzo	0806 Atacames	0807 Rioverde	0901 Guayaquil	0902 Alfredo Baquerizo Moreno (Juján)	0903 Balao	0904 Balzar	0905 Colimes	0906 Daule	0907 Durán	0908 El Empalme	0909 El Triunfo	0910 Milagro	0911 Naranjal	0912 Naranjito	0913 Palestina	0914 Pedro Carbo	0916 Samborondón	0918 Santa Lucía	0919 Salitre (Urbina Jado)	0920 San Jacinto de Yaguachi	0921 Playas	0922 Simón Bolívar	0923 Coronel Marcelino Maridueña	0924 Lomas de Sargentillo	0925 Nobol	0927 General Antonio Elizalde	0928 Isidro Ayora	1001 Ibarra	1002 Antonio Ante	1003 Cotacachi	1004 Otavalo	1005 Pimampiro	1006 San Miguel de Urcuqui	1101 Loja	1102 Calvas	1103 Catamayo	1104 Celica	1105 Chaguarpamba	1106 Espíndola	1107 Gonzanamá	1108 Macará	1109 Paltas	1110 Puyango	1111 Saraguro	1112 Sozoranga	1113 Zapotillo	1114 Pindal	1115 Quilanga	1116 Olmedo	1201 Babahoyo	1202 Baba	1203 Montalvo	1204 Puebloviejo	1205 Quevedo	1206 Urdaneta	1207 Ventanas	1208 Vinces	1209 Palenque	1210 Buena Fé	1211 Valencia	1212 Mocache	1213 Quinsaloma	1301 Portoviejo	1302 Bolivar	1303 Chone	1304 El Carmen	1305 Flavio Alfaro	1306 Jipijapa	1307 Junín	1308 Manta	1309 Montecristi	1310 Paján	1311 Pichincha	1312 Rocafuerte	1313 Santa Ana	1314 Sucre	1315 Tosagua	1316 24 de Mayo	1317 Pedernales	1318 Olmedo	1319 Puerto López	1320 Jama	1321 Jaramijó	1322 San Vicente	1401 Morona	1402 Gualaquiza	1403 Limón Indanza	1404 Palora	1405 Santiago	1406 Sucúa	1407 Huamboya	1408 San Juan Bosco	1409 Taisha	1410 Logroño	1411 Pablo Sexto	1412 Tiwintza	1501 Tena	1503 Archidona	1504 El chaco	1507 Quijos	1509 Carlos Julio Arosemena Tola	1601 Pastaza	1602 Mera	1603 Santa Clara	1604 Arajuno	1701 Quito	1702 Cayambe	1703 Mejía	1704 Pedro Moncayo	1705 Rumiñahui	1707 San Miguel de los Bancos	1708 Pedro Vicente Maldonado	1709 Puerto Quito	1801 Ambato	1802 Baños de Agua Santa	1803 Cevallos	1804 Mocha	1805 Patate	1806 Quero	1807 San Pedro de Pelileo	1808 Santiago de Píllaro	1809 Tisaleo	1901 Zamora	1902 Chinchipe	1903 Nangaritza	1904 Yacuambí	1905 Yantzaza (Yanzatza)	1906 El pangui	1907 Centinela del Cóndor	1908 Palanda	1909 Paquisha	2001 San Cristóbal	2002 Isabela	2003 Santa Cruz	2101 Lago Agrio	2102 Gonzalo Pizarro	2103 Putumayo	2104 Shushufindi	2105 Sucumbíos	2106 Cascales	2107 Cuyabeno	2201 Orellana	2202 Aguarico	2203 La Joya de los Sachas	2204 Loreto	2301 Santo Domingo	2302 La Concordia	2401 Santa Elena	2402 La Libertad	2403 Salinas	9001 Las Golondrinas	9003 Manga del Cura	9004 El Piedrero
2020	Construcción	"Mediana empresa ""A"""	21.393	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.298	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.157	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.382	nan	nan	nan	nan	nan	nan	1.702	nan	nan	nan	nan	nan	nan	nan	nan	nan	11.810	nan	nan	nan	nan	nan	nan	nan	nan	1.940	nan	nan	nan	nan	5.998	nan	nan	1.567	nan	nan	nan	96.504	1.793	nan	nan	nan	5.289	4.019	nan	1.171	nan	nan	nan	nan	nan	7.702	nan	nan	1.146	1.462	nan	nan	nan	nan	nan	nan	4.436	nan	nan	nan	nan	nan	7.458	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.006	nan	1.062	1.641	4.969	nan	nan	nan	nan	nan	nan	nan	nan	9.594	nan	nan	nan	nan	nan	nan	8.562	1.829	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.169	nan	nan	nan	nan	nan	nan	nan	1.816	nan	nan	nan	nan	nan	1.099	nan	nan	nan	nan	1.377	nan	nan	nan	123.613	1.571	nan	nan	1.179	nan	nan	nan	14.174	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	3.074	nan	nan	nan	nan	nan	nan	4.212	nan	nan	nan	nan	nan	nan	5.180	nan	nan	nan	5.060	nan	nan	nan	nan	nan	nan	nan
2020	Construcción	"Mediana empresa ""B"""	53.888	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.375	nan	nan	nan	nan	nan	nan	nan	nan	nan	14.282	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.054	nan	nan	nan	nan	nan	nan	144.427	nan	nan	nan	nan	17.081	12.234	nan	nan	2.562	nan	nan	nan	nan	30.573	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.810	nan	nan	nan	nan	nan	8.757	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.691	nan	nan	nan	nan	nan	nan	2.758	nan	nan	nan	nan	nan	11.381	nan	0	nan	nan	nan	nan	8.828	2.645	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.036	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	230.619	nan	nan	nan	2.889	nan	nan	nan	7.410	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.419	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.613	7.572	nan	3.503	nan	6.945	nan	nan	nan	2.066	nan	nan	nan
2020	Construcción	Microempresa	4.528	83	349	181	113	0	0	79	153	47	8	0	107	49	157	557	0	7	64	35	0	nan	656	116	145	195	194	28	0	179	49	46	105	95	5	1.071	12	32	342	93	55	128	1.598	126	102	74	89	77	21	10	62	85	1.256	58	9	nan	nan	69	165	0	151	169	4	245	98	11	1.065	0	2	161	128	148	42	21.367	0	0	9	nan	627	713	116	0	414	22	9	nan	0	1.621	16	0	165	48	0	0	0	35	0	4	1.413	297	190	395	62	43	2.132	165	101	83	1	199	101	207	82	58	438	34	12	0	0	0	544	99	112	76	342	0	169	52	13	164	61	34	7	2.448	45	97	78	28	0	0	1.614	144	58	0	18	12	154	15	9	102	49	2	0	0	39	748	235	0	46	125	261	198	294	378	5	174	334	827	327	233	50	343	912	129	20	9	22.593	173	378	25	672	12	130	0	1.934	28	0	0	0	6	55	66	62	385	152	175	185	414	195	145	0	32	0	46	175	1.434	46	118	888	20	68	200	634	35	364	363	1.904	56	977	319	147	nan	nan	nan
2020	Construcción	Pequeña empresa	43.455	393	112	nan	203	nan	nan	685	nan	nan	nan	nan	365	nan	534	1.377	nan	nan	nan	428	nan	nan	1.000	nan	449	849	nan	563	153	452	nan	124	nan	209	119	10.219	859	351	448	824	989	nan	10.003	287	122	nan	nan	0	173	nan	nan	182	16.234	nan	247	152	nan	0	733	152	1.952	1.685	0	2.485	nan	203	3.504	185	159	1.724	582	527	853	198.469	nan	nan	0	nan	11.624	7.065	490	1.287	1.600	773	nan	nan	nan	22.269	1.230	0	705	439	602	0	nan	nan	nan	nan	11.134	1.210	1.022	970	109	0	13.067	115	225	nan	nan	757	nan	374	nan	nan	453	nan	878	nan	nan	nan	5.195	nan	663	nan	8.817	335	130	626	305	2.665	nan	189	nan	13.781	662	1.239	1.296	720	673	175	14.232	392	nan	nan	nan	243	750	148	721	1.752	nan	nan	nan	1.047	nan	1.663	220	309	nan	107	348	821	nan	1.623	132	nan	246	3.087	275	887	230	510	3.056	260	256	nan	242.777	1.872	734	2.080	11.343	105	nan	294	27.501	608	nan	164	nan	nan	1.122	258	nan	1.691	238	153	537	2.335	1.008	204	109	nan	1.253	nan	nan	4.238	716	142	2.596	452	nan	1.428	7.048	666	2.774	579	21.105	115	3.487	3.117	3.367	nan	nan	nan
2020	Explotación de Minas y Canteras	Grande empresa	8.486	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	128.004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	16.724	nan	16.956	nan	19.481	nan	nan	nan	nan	nan	nan	nan	nan	29.389	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.372	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.030	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.411.537	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	358.793	322.119	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2020	Explotación de Minas y Canteras	"Mediana empresa ""A"""	2.678	nan	nan	nan	nan	nan	nan	1.228	nan	nan	nan	nan	nan	nan	11.702	nan	nan	nan	nan	nan	nan	1.585	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.165	nan	nan	nan	nan	nan	nan	nan	1.120	nan	6.062	1.496	3.205	nan	nan	nan	nan	nan	nan	nan	nan	4.836	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.352	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.499	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.878	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	21.992	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.979	nan	nan	nan	nan	nan	nan	nan
2020	Explotación de Minas y Canteras	"Mediana empresa ""B"""	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13.595	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	11.537	6.918	14.457	nan	nan	nan	nan	nan	nan	nan	nan	7.284	nan	nan	nan	nan	nan	2.126	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.292	2.705	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.462	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	36.714	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.858	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2020	Explotación de Minas y Canteras	Microempresa	490	54	20	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	797	nan	nan	nan	nan	0	nan	nan	139	nan	nan	0	0	nan	nan	0	nan	nan	nan	nan	nan	0	85	nan	0	nan	nan	nan	74	0	nan	nan	nan	nan	nan	nan	0	nan	369	nan	0	0	nan	35	nan	0	146	2	67	3	130	nan	39	0	nan	nan	nan	nan	0	677	nan	nan	nan	nan	nan	nan	17	nan	nan	nan	nan	nan	nan	69	nan	nan	nan	38	nan	nan	nan	nan	nan	0	80	nan	0	24	nan	76	81	0	0	0	nan	nan	nan	60	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	3	nan	nan	1	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	43	12	0	nan	0	0	nan	nan	nan	nan	nan	nan	nan	90	nan	nan	0	nan	34	nan	nan	nan	2.300	1	nan	0	5	nan	nan	nan	9	0	nan	nan	nan	nan	64	0	nan	199	14	nan	nan	13	0	0	0	0	nan	nan	nan	116	nan	nan	0	nan	0	nan	108	nan	nan	1	153	nan	69	nan	0	nan	nan	nan
2020	Explotación de Minas y Canteras	Pequeña empresa	5.254	nan	173	nan	356	nan	nan	1.499	nan	nan	nan	nan	nan	nan	14.396	nan	nan	nan	nan	nan	nan	nan	nan	384	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	941	nan	nan	nan	490	nan	nan	1.507	nan	nan	nan	nan	nan	863	nan	nan	nan	7.991	nan	491	nan	nan	nan	536	nan	554	957	5.775	1.167	3.125	nan	nan	nan	nan	323	nan	nan	nan	7.165	nan	nan	nan	nan	nan	287	nan	nan	nan	nan	nan	nan	nan	179	nan	nan	nan	209	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	596	282	409	nan	nan	nan	nan	208	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	895	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	975	nan	nan	nan	nan	nan	nan	863	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	160	nan	nan	nan	nan	nan	nan	nan	nan	nan	172	nan	nan	nan	26.918	nan	nan	nan	1.139	nan	nan	nan	464	nan	nan	nan	nan	nan	nan	nan	nan	1.882	293	nan	nan	2.306	nan	591	nan	1.035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	863	nan	nan	nan	425	nan	nan	nan	nan	nan	nan	nan
2020	Industrias Manufactureras	Grande empresa	1.383.692	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	130.031	nan	nan	nan	10.041	nan	nan	nan	nan	nan	77.279	nan	nan	nan	18.866	nan	nan	166.691	nan	nan	nan	nan	nan	nan	nan	nan	nan	152.218	35.478	nan	nan	nan	13.462	27.882	nan	18.061	nan	nan	114.646	nan	nan	45.265	nan	nan	76.246	23.707	nan	nan	7.114.909	7.964	nan	nan	nan	47.457	2.920.597	nan	14.737	195.890	nan	nan	nan	nan	18.805	45.453	17.187	220.882	42.482	nan	332.414	8.693	nan	nan	30.094	62.546	nan	nan	155.793	nan	nan	33.365	nan	16.366	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	80.199	nan	5.775	9.143	309.951	nan	nan	30.265	nan	85.170	16.204	nan	nan	20.588	nan	nan	90.637	nan	nan	nan	481.278	981.756	nan	nan	nan	nan	37.164	nan	nan	100.668	nan	nan	nan	430.085	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.248.675	31.604	405.102	25.135	576.663	nan	nan	nan	230.900	76.373	nan	nan	6.499	nan	79.360	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	81.252	14.138	60.201	nan	18.515	nan	nan	nan
2020	Industrias Manufactureras	"Mediana empresa ""A"""	69.765	nan	1.078	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.349	nan	nan	nan	nan	nan	nan	nan	1.314	nan	nan	nan	4.788	nan	nan	nan	nan	nan	nan	1.001	1.998	11.052	nan	nan	nan	4.335	1.787	nan	9.002	nan	nan	nan	nan	nan	1.392	nan	nan	nan	6.485	nan	nan	1.967	nan	1.864	nan	nan	1.968	1.252	nan	2.835	nan	nan	1.010	nan	nan	2.623	nan	nan	nan	180.198	nan	nan	nan	nan	5.565	21.167	1.610	nan	3.787	nan	nan	nan	nan	1.765	nan	1.576	3.253	nan	nan	1.060	nan	7.397	1.112	nan	8.794	4.152	1.304	nan	nan	nan	7.518	nan	2.195	nan	nan	nan	1.756	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.286	nan	4.963	1.111	3.183	nan	nan	1.057	nan	nan	nan	7.251	nan	nan	1.035	nan	nan	nan	9.918	4.516	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.842	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.119	nan	nan	1.748	nan	nan	262.950	7.385	6.606	2.302	22.800	nan	nan	1.079	36.893	nan	nan	nan	nan	nan	2.706	1.017	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.528	nan	nan	nan	15.991	nan	5.059	nan	5.302	nan	nan	nan
2020	Industrias Manufactureras	"Mediana empresa ""B"""	69.782	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.350	nan	nan	nan	nan	nan	nan	nan	2.123	nan	2.163	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.319	32.161	nan	nan	nan	4.615	nan	nan	19.934	nan	nan	nan	nan	nan	3.302	nan	nan	nan	13.099	nan	nan	3.419	nan	nan	nan	nan	nan	nan	9.651	nan	nan	nan	6.979	nan	nan	7.798	nan	nan	nan	317.217	nan	nan	2.035	nan	16.677	53.566	nan	nan	nan	nan	nan	nan	nan	21.440	2.425	nan	17.954	nan	nan	nan	6.042	5.048	nan	nan	2.204	4.084	nan	4.994	nan	nan	9.774	nan	nan	nan	nan	nan	nan	7.126	nan	nan	nan	nan	nan	nan	nan	nan	6.699	nan	nan	8.085	4.097	8.988	nan	nan	nan	nan	nan	nan	nan	8.961	nan	nan	2.006	nan	nan	nan	33.721	2.365	2.159	nan	nan	nan	nan	nan	nan	nan	nan	3.671	nan	5.566	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.940	nan	nan	nan	465.107	nan	13.589	5.204	39.580	nan	nan	nan	71.630	nan	nan	nan	nan	2.213	3.471	2.787	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.370	nan	nan	nan	nan	nan	nan	8.415	nan	nan	nan	40.837	2.391	12.486	2.060	5.844	nan	nan	nan
2020	Industrias Manufactureras	Microempresa	6.271	81	272	7	0	13	nan	63	20	7	150	1	34	0	0	404	0	3	4	2	0	0	463	2	198	79	nan	0	nan	377	0	108	45	107	0	1.242	14	18	199	118	73	68	1.531	18	29	22	4	0	281	0	21	0	1.759	0	0	99	nan	42	366	0	63	156	28	36	101	nan	707	nan	27	788	3	43	12	21.965	0	135	29	0	835	1.190	176	5	261	67	12	113	33	354	35	5	47	123	0	58	14	1	0	0	1.099	1.259	118	771	5	63	1.694	0	30	0	nan	0	0	49	0	0	81	nan	0	0	0	nan	204	0	18	0	613	0	6	63	0	183	24	0	12	937	64	428	369	12	26	0	1.888	308	8	117	18	48	79	24	13	9	0	12	54	198	112	8	109	5	8	0	15	nan	nan	nan	nan	nan	nan	226	0	0	24	94	267	0	nan	nan	32.721	535	585	140	1.545	98	0	95	4.677	38	79	0	44	0	1.241	119	67	115	0	1	0	31	195	nan	17	0	0	0	228	560	1	13	155	8	4	0	974	0	228	40	2.419	106	313	664	116	nan	nan	nan
2020	Industrias Manufactureras	Pequeña empresa	97.533	nan	2.049	nan	175	nan	nan	nan	156	nan	132	nan	nan	nan	340	3.598	nan	nan	nan	nan	448	nan	2.738	155	272	867	557	nan	nan	3.027	nan	nan	nan	489	817	13.416	nan	nan	2.394	2.585	1.279	522	21.217	124	794	239	nan	103	3.240	267	118	702	19.227	nan	nan	nan	nan	381	924	nan	700	159	342	1.654	951	nan	2.850	nan	nan	1.851	183	255	nan	265.480	160	nan	469	159	6.660	27.862	1.043	2.299	4.213	660	326	351	978	8.800	532	212	1.672	817	190	nan	1.181	710	332	nan	16.830	17.048	nan	5.450	nan	583	8.060	nan	620	nan	329	767	nan	nan	921	nan	nan	nan	847	nan	nan	nan	3.841	nan	1.583	1.359	4.341	nan	566	134	nan	2.297	nan	296	0	12.027	0	3.321	1.630	nan	0	927	21.873	5.345	nan	840	nan	306	698	nan	341	838	nan	nan	110	1.981	nan	595	nan	nan	nan	nan	417	nan	nan	nan	nan	nan	nan	1.022	nan	139	166	291	235	nan	nan	nan	410.030	4.565	14.280	1.514	21.464	300	nan	547	66.935	nan	2.134	339	nan	550	8.751	4.203	2.122	836	nan	nan	nan	157	584	559	nan	nan	243	nan	505	2.586	nan	nan	nan	nan	nan	nan	4.731	nan	602	155	27.826	857	892	2.761	2.218	nan	nan	nan
2020	Servicios	Grande empresa	1.888.924	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.927	nan	22.916	nan	nan	nan	nan	12.229	36.146	nan	nan	nan	nan	nan	61.689	nan	nan	nan	nan	nan	50.540	nan	nan	nan	7.816	nan	nan	122.979	nan	nan	nan	nan	nan	nan	nan	5.341	5.671	95.396	nan	nan	nan	nan	nan	5.851	nan	nan	nan	6.910	17.881	nan	nan	558.724	nan	nan	nan	nan	nan	nan	8.324.883	nan	nan	nan	nan	45.326	121.983	nan	nan	11.868	5.218	nan	nan	nan	265.535	nan	nan	13.486	6.575	nan	nan	nan	nan	nan	nan	117.719	26.021	nan	23.970	nan	nan	269.906	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	12.324	nan	nan	nan	nan	nan	5.813	nan	nan	nan	nan	nan	nan	127.968	9.166	16.352	nan	nan	nan	nan	71.866	10.060	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	22.562	7.849	nan	nan	11.771.689	46.002	6.170	nan	120.059	5.260	nan	nan	412.676	12.329	nan	nan	nan	nan	nan	nan	nan	5.370	nan	nan	nan	7.582	5.813	nan	nan	nan	16.257	nan	nan	10.487	nan	nan	nan	nan	nan	nan	27.514	nan	27.959	nan	34.716	nan	23.901	6.533	7.332	nan	nan	nan
2020	Servicios	"Mediana empresa ""A"""	105.385	nan	1.559	nan	3.009	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.967	nan	nan	nan	nan	nan	nan	8.594	nan	4.348	4.115	3.524	nan	nan	8.856	nan	nan	nan	1.952	nan	18.698	3.855	2.957	1.576	8.797	1.453	1.622	24.779	1.085	nan	1.677	nan	nan	nan	1.429	1.173	1.946	44.149	nan	nan	3.106	nan	2.640	1.188	nan	5.445	5.831	nan	7.166	1.144	nan	11.000	1.670	nan	2.288	1.449	nan	nan	631.210	nan	nan	nan	nan	18.341	24.309	1.645	1.442	5.677	2.498	1.765	nan	nan	69.703	1.446	1.170	1.153	1.093	nan	1.806	nan	1.484	nan	nan	31.295	nan	nan	4.922	nan	nan	35.426	nan	2.971	nan	1.073	nan	nan	nan	nan	nan	nan	nan	nan	3.648	nan	nan	5.362	2.471	1.829	1.012	15.432	nan	3.677	nan	nan	1.155	2.561	nan	nan	26.812	1.706	1.303	2.088	nan	nan	1.494	41.799	2.915	0	nan	1.087	nan	1.963	2.697	nan	1.086	nan	nan	nan	2.441	nan	3.162	1.880	nan	1.427	1.373	1.093	nan	nan	1.073	nan	nan	nan	1.272	nan	1.060	nan	nan	4.626	nan	nan	nan	893.885	5.579	5.710	1.928	31.468	1.679	nan	nan	59.851	2.867	nan	nan	1.344	nan	3.254	nan	nan	0	nan	nan	nan	2.876	1.380	nan	nan	nan	1.655	nan	7.143	13.243	nan	nan	5.707	nan	nan	nan	13.757	nan	6.716	nan	23.430	nan	1.024	3.897	4.822	nan	nan	nan
2020	Servicios	"Mediana empresa ""B"""	116.250	2.814	nan	nan	4.912	nan	nan	nan	nan	nan	3.091	nan	nan	nan	5.719	5.506	nan	nan	nan	7.068	nan	nan	6.200	nan	11.186	nan	nan	nan	nan	13.593	nan	nan	nan	nan	nan	29.661	nan	nan	2.991	4.768	nan	nan	49.161	nan	nan	nan	nan	nan	nan	nan	nan	nan	66.461	3.500	nan	4.077	nan	3.695	6.224	nan	3.580	7.924	3.462	9.324	3.532	nan	17.475	nan	nan	4.088	nan	nan	3.785	1.019.819	nan	nan	nan	nan	8.257	12.631	2.056	2.501	19.509	nan	2.183	nan	4.570	81.374	nan	nan	4.593	5.438	nan	nan	nan	nan	nan	nan	39.739	2.319	4.910	11.027	nan	2.395	27.472	2.682	2.858	nan	nan	nan	nan	nan	nan	2.034	nan	nan	nan	nan	nan	nan	13.699	nan	3.234	nan	11.565	nan	7.876	nan	nan	nan	4.472	nan	nan	39.276	nan	4.261	4.577	nan	nan	nan	40.461	21.451	nan	nan	nan	4.754	nan	3.160	nan	nan	nan	2.243	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.940	nan	nan	6.713	nan	5.846	nan	nan	nan	1.465.011	12.411	16.106	10.078	25.073	2.766	nan	nan	49.419	nan	2.171	nan	nan	nan	2.392	nan	nan	nan	nan	nan	nan	8.113	nan	nan	nan	nan	nan	nan	8.562	4.389	nan	2.383	11.359	nan	nan	2.465	21.065	nan	5.074	nan	52.346	nan	3.120	14.601	6.287	nan	nan	nan
